0.0000000000 -8.0625000000 inf
1.0000000000 -7.6875000000 6.2871020587
2.0000000000 -7.3125000000 3.3456228095
3.0000000000 -6.9375000000 2.6175828932
4.0000000000 -6.5625000000 1.8287552677
5.0000000000 -6.1875000000 1.1739156584
6.0000000000 -5.8125000000 0.7418454119
7.0000000000 -5.4375000000 0.4330805205
8.0000000000 -5.0625000000 0.1753462980
9.0000000000 -4.6875000000 0.0899866106
10.0000000000 -4.3125000000 0.0143019498
11.0000000000 -3.9375000000 0.0000000000
12.0000000000 -3.5625000000 0.0710177149
13.0000000000 -3.1875000000 0.0522081612
14.0000000000 -2.8125000000 0.0604163293
15.0000000000 -2.4375000000 0.0901889282
16.0000000000 -2.0625000000 0.1040404929
17.0000000000 -1.6875000000 0.1062365932
18.0000000000 -1.3125000000 0.0804065528
19.0000000000 -0.9375000000 0.1375445744
20.0000000000 -0.5625000000 0.1803900069
21.0000000000 -0.1875000000 0.2063794691
22.0000000000 0.1875000000 0.2434796336
23.0000000000 0.5625000000 0.1884985931
24.0000000000 0.9375000000 0.1831798474
25.0000000000 1.3125000000 0.4119408552
26.0000000000 1.6875000000 0.3686647235
27.0000000000 2.0625000000 0.3260342928
28.0000000000 2.4375000000 0.4281480841
29.0000000000 2.8125000000 0.4277202895
30.0000000000 3.1875000000 0.5968787068
31.0000000000 3.5625000000 0.5660130494
32.0000000000 3.9375000000 0.5999423823
33.0000000000 4.3125000000 0.6868471064
34.0000000000 4.6875000000 1.0270726906
35.0000000000 5.0625000000 0.9084332178
36.0000000000 5.4375000000 1.3250483175
37.0000000000 5.8125000000 1.2698251717
38.0000000000 6.1875000000 inf
39.0000000000 6.5625000000 inf
40.0000000000 6.9375000000 inf
41.0000000000 7.3125000000 inf
42.0000000000 7.6875000000 inf
43.0000000000 8.0625000000 inf
44.0000000000 8.4375000000 inf
45.0000000000 8.8125000000 inf
46.0000000000 9.1875000000 inf
47.0000000000 9.5625000000 inf
48.0000000000 9.9375000000 inf
49.0000000000 10.3125000000 inf
50.0000000000 10.6875000000 inf
51.0000000000 11.0625000000 inf
52.0000000000 11.4375000000 inf
53.0000000000 11.8125000000 inf
54.0000000000 12.1875000000 inf
55.0000000000 12.5625000000 inf
56.0000000000 12.9375000000 inf
57.0000000000 13.3125000000 inf
58.0000000000 13.6875000000 inf
59.0000000000 14.0625000000 inf
60.0000000000 14.4375000000 inf
61.0000000000 14.8125000000 inf
