9.817437 -4.221949 0.587835 0.152740 -1.297592 -3.723106 1.604291 0.136646 -1.124493 -1.143822
11.144650 -4.338972 0.656918 -0.383614 -0.709073 -3.887202 1.560902 0.240414 -1.445318 -1.163771
10.383126 -4.085100 0.950425 0.030010 0.076352 -3.440460 0.658157 0.116096 -1.792513 -1.017384
10.732387 -3.965582 1.258331 0.168537 0.218513 -4.300419 1.006372 0.524582 -1.656844 -1.067427
10.298481 -4.553710 1.211306 0.998714 -0.206595 -4.750250 1.190306 0.127878 -1.732043 -1.113658
10.381052 -4.303912 0.826508 0.323006 -0.854741 -4.504868 1.079751 0.003031 -1.246969 -1.511139
10.403046 -4.129864 0.734648 -0.344218 -1.473267 -3.820805 0.411007 -0.071579 -0.588268 -1.324880
10.698525 -3.449611 0.262672 0.484657 -1.264946 -4.640578 0.730103 0.986072 -1.261371 -0.697864
10.230208 -4.373640 0.045662 -0.490383 -0.596558 -4.478982 0.952203 0.594717 -0.755312 -0.865850
11.024613 -3.364035 0.522935 0.182378 -0.096447 -5.406965 0.713102 0.434889 -1.319606 -0.710156
10.846187 -3.974702 0.476597 0.421097 -0.556867 -5.396502 2.076500 0.534435 -1.242940 -1.065330
10.263563 -4.311605 1.256776 0.690901 0.467997 -4.458756 1.121058 0.606311 -1.864357 -0.425406
12.363261 -3.868838 -2.372536 2.102230 4.644569 -4.241966 -0.484633 -1.853073 0.234214 0.838389
11.886368 -3.869700 -2.233488 1.942867 5.023415 -4.080423 0.438046 -2.313662 0.297309 0.144634
12.003582 -3.637026 -1.292758 2.052865 4.752532 -3.954141 -0.686490 -2.603671 -0.522430 0.555245
11.525597 -3.083201 -2.357291 2.387569 5.289583 -4.006864 -0.669219 -2.358588 -0.639031 0.824895
12.545405 -3.844326 -2.072522 2.123786 5.278159 -4.381757 -0.414502 -2.929544 -0.046805 0.637543
12.704076 -3.626392 -1.680901 1.798774 4.071962 -3.301249 -0.078638 -2.276065 -0.243442 0.515314
12.949339 -3.343863 -1.608077 1.985456 4.573036 -3.802600 0.301767 -2.156416 0.142201 0.220170
12.359787 -3.104337 -2.423390 2.076021 4.258013 -3.224846 -0.025357 -2.017288 -0.182762 0.543510
12.741468 -2.825467 -2.206592 1.498705 3.440266 -2.972478 0.026241 -2.639211 -0.794064 0.355100
12.370482 -3.224647 -2.591351 2.122541 3.480776 -3.186893 0.512684 -2.362409 0.149491 0.334293
12.404848 -2.971891 -2.423113 1.461077 3.823889 -3.204529 0.591639 -2.955892 -0.033445 0.045043
13.095723 -2.499998 -2.368545 1.163215 4.171511 -3.203223 -0.036908 -3.100027 -0.575973 0.025993
12.435932 -3.185251 -1.654157 0.976606 3.897641 -3.585731 0.820036 -2.989907 -1.214837 -0.449343
12.273606 -2.912311 -2.158623 1.546516 4.344502 -3.773438 0.363612 -3.108278 -1.139902 -0.017337
11.667866 -3.563495 -2.465409 1.229637 3.957259 -3.234911 0.601124 -3.142862 -0.137944 -0.521613
11.609675 -3.564309 -1.468133 0.989021 3.066324 -2.188358 0.428928 -2.831534 -0.528350 0.082213
12.939256 -3.415350 -1.151641 1.681861 3.752406 -3.115382 -0.091620 -2.393792 -0.656167 0.329713
12.615534 -2.794876 -1.382208 1.552170 3.472208 -2.465998 1.073453 -2.229953 -1.285698 -0.414002
11.798923 -3.578792 -1.329836 1.030958 2.829999 -1.757788 1.018487 -2.285226 -0.406075 -0.450255
11.796052 -3.468698 -1.608018 0.953252 3.786852 -2.515126 0.602566 -2.229018 -0.430906 0.007130
11.889693 -3.809307 -1.802220 1.084180 3.822935 -3.503541 0.807727 -2.440967 -0.450985 0.036394
11.768428 -3.626990 -1.613474 0.902717 4.349084 -3.525344 0.378870 -2.435444 -0.327780 0.677869
12.293721 -3.365398 -2.044106 0.835690 4.459380 -3.320252 0.676827 -2.231418 -0.699836 -0.008302
12.151153 -3.323164 -2.649608 0.259788 3.505726 -2.712116 1.432812 -1.983862 -0.615748 -0.175930
12.094734 -3.087496 -2.393589 0.724867 2.478005 -2.445549 2.092471 -2.506149 -0.661541 -0.481195
8.865652 -4.608864 0.732418 0.249681 -0.240662 -3.688974 0.824450 0.276317 -1.822940 -0.687930
8.653835 -3.936829 0.108751 0.854824 -1.368445 -3.559572 1.615567 0.230289 -1.875503 -1.217977
10.189387 -3.820934 0.419389 -0.308224 -0.156131 -3.594314 0.796902 0.144063 -2.200267 -0.716752
9.359146 -3.849208 0.148834 -0.474072 -0.335098 -3.089065 -0.152228 -0.262253 -2.018378 -0.525924
8.994731 -4.035133 0.266046 -0.030874 0.182723 -3.741655 0.587594 0.364422 -2.079843 -0.960374
8.998288 -4.905186 0.081733 0.935329 -0.615192 -4.062480 0.784056 0.685387 -1.625901 -0.777967
9.250764 -4.612514 0.127082 -0.087258 0.530250 -3.736820 0.663521 -0.262310 -2.113512 -0.702610
9.389302 -3.689182 0.648729 0.167469 -0.466136 -3.702592 0.622821 0.479093 -1.859710 -1.117137
9.138154 -4.037811 0.251561 0.387150 -0.971544 -3.641345 1.466592 -0.100077 -1.767731 -0.896906
9.198088 -3.735040 0.091725 0.457296 -0.858956 -3.252035 0.819469 0.330602 -1.923149 -0.747937
9.135004 -3.715999 0.202424 -0.239940 -0.534446 -3.022795 0.761059 0.492461 -2.041528 -0.775872
8.551467 -3.723990 0.028933 0.271868 -0.540793 -2.675837 0.528938 -0.129289 -2.396999 -0.797482
9.324398 -3.293624 0.554240 0.123362 -0.341198 -2.613241 0.279588 0.340669 -2.321258 -0.928021
8.870203 -3.372211 0.619644 0.023884 -0.538316 -2.513140 0.666746 0.643964 -2.078945 -0.743368
8.841267 -3.586105 0.461061 0.032140 -0.793480 -1.942558 0.676560 0.258055 -1.550455 -1.678251
7.821037 -3.114697 0.701036 -0.119239 -0.812486 -1.269762 0.474128 0.300737 -2.615909 -1.308544
8.039832 -2.970936 0.518376 0.142014 -1.342597 -1.657421 0.721848 0.844848 -2.531732 -1.506384
8.790124 -3.467299 0.544733 -0.307013 -1.718213 -2.208430 0.595952 0.620715 -2.295373 -1.239636
8.762071 -4.037658 0.565716 0.050288 -0.680500 -2.051360 0.538885 0.792144 -1.632128 -0.380678
8.874814 -3.727755 0.516386 0.284442 -0.320006 -1.914227 0.291378 0.316830 -2.120700 -0.504785
10.028200 -3.969811 1.131352 0.778492 -0.162061 -3.271664 0.397291 0.344585 -2.464598 -0.548505
10.395840 -4.088340 0.471071 0.822561 -0.582217 -3.390882 0.321041 0.683564 -2.018241 -0.538977
9.708256 -3.894539 0.302957 0.271610 -0.322782 -2.878908 -0.042260 0.335276 -2.182123 -0.526009
10.001582 -4.309273 1.284193 0.445873 0.128658 -2.538142 0.202352 -0.156235 -2.036906 0.009535
10.352597 -4.378060 1.318363 0.261201 0.544866 -3.068019 0.750508 0.196595 -1.781507 -0.126236
10.148332 -3.876989 0.693096 0.284458 -0.955016 -3.234677 1.439440 0.125641 -1.769577 -0.636836
9.974108 -3.651598 0.689227 0.356841 -1.654278 -3.336345 1.307941 0.803972 -2.315908 -1.152785
8.506569 -3.813577 0.328032 0.263874 -0.926551 -2.103813 1.013001 0.454318 -1.960100 -1.131660
8.998102 -4.329552 1.130489 0.821291 -0.398882 -2.913294 0.495258 1.063359 -2.442801 -0.716519
9.207081 -3.798425 0.938752 0.786232 -0.533209 -2.498898 0.038680 0.310061 -1.817560 -0.710332
9.224695 -3.588735 0.153649 0.422749 -0.336237 -3.078676 0.725029 0.541128 -2.036628 -0.609823
8.906502 -4.301796 -0.175598 -0.084388 0.172896 -2.668154 1.366047 0.339217 -2.683409 -1.137856
10.096276 -4.994101 0.400267 0.759798 0.110889 -2.893876 0.376519 0.638405 -1.650140 -0.658912
8.969077 -4.842218 0.915975 0.290428 0.121282 -2.401109 0.495258 0.228636 -1.668158 -1.387690
8.477267 -4.737497 0.890458 0.235573 0.311554 -2.486068 0.824119 0.087958 -2.153980 -1.062439
8.719186 -4.449315 0.950451 0.358317 -0.107216 -2.602097 0.949717 0.167476 -2.059934 -0.763228
9.250026 -4.918751 1.211884 1.353209 -0.096456 -3.075339 0.986333 0.157401 -1.825982 -0.991883
8.914236 -4.395877 0.556338 0.218881 0.105198 -2.832061 0.302428 0.824959 -1.711315 -0.714129
9.458276 -4.338273 0.574463 0.127197 -0.444997 -3.572796 1.109078 0.194969 -1.707973 -0.761113
9.181618 -3.747423 0.437961 0.204706 -0.093596 -3.425879 0.606239 0.287069 -1.509687 -1.301538
9.785193 -3.869340 0.223834 -0.120666 -0.991815 -3.989271 0.862614 0.476901 -1.399737 -1.259491
10.175913 -3.908614 0.695927 0.327679 -1.004419 -3.791674 1.273536 0.790363 -1.826479 -1.492129
10.429818 -4.151013 0.244707 0.373890 -0.854285 -3.619280 0.590813 0.077555 -1.188114 -0.946162
10.819628 -3.576795 0.848320 -0.172165 -0.563050 -3.902798 1.537004 1.207203 -1.211731 -0.791760
11.194854 -2.994350 0.445085 -0.221729 -1.207222 -3.765427 0.024672 -0.358756 -1.884282 -0.234369
11.120764 -3.339388 0.575062 -0.095647 -1.429609 -3.764709 0.440017 -0.010827 -1.067918 -0.511944
11.456701 -2.992531 -0.034305 -1.025515 -1.011484 -2.888261 0.684600 0.334334 -1.511212 -0.991377
10.735174 -3.995457 0.038176 -0.609143 -0.663396 -3.717893 0.492520 -0.240879 -1.512702 -1.235522
10.772966 -4.767375 0.629949 0.374175 -1.001738 -4.418088 0.944646 -0.437914 -1.115661 -0.901749
10.308713 -4.074814 0.489360 -0.398577 -1.209388 -3.146236 0.462963 -0.011005 -1.708181 -0.108161
11.581795 -4.980004 -2.056364 1.259668 4.002308 -3.198206 -1.375664 -3.302144 -0.053138 0.202647
11.732775 -4.845085 -1.924969 2.049917 3.887050 -3.644487 -0.210891 -3.362872 0.344068 0.744287
12.103252 -4.121087 -1.939328 1.857562 2.948823 -3.456671 -0.045286 -3.054838 -0.142750 0.964590
12.719313 -4.238875 -2.488635 1.304264 3.633006 -4.104237 0.396934 -3.155371 0.069288 0.539993
12.446936 -4.190933 -3.012376 1.662447 3.653611 -3.815009 0.265063 -3.568128 -0.452670 -0.677286
11.105357 -4.774919 -2.237286 1.750241 3.695509 -2.730910 0.009449 -3.008296 -0.494160 0.531128
12.144794 -4.486820 -2.769686 1.975780 3.129693 -2.893022 -0.128707 -3.152459 -0.688680 0.233219
