   0.0000000000  -28.3125000000             inf
   1.0000000000  -27.9375000000             inf
   2.0000000000  -27.5625000000             inf
   3.0000000000  -27.1875000000             inf
   4.0000000000  -26.8125000000             inf
   5.0000000000  -26.4375000000             inf
   6.0000000000  -26.0625000000             inf
   7.0000000000  -25.6875000000             inf
   8.0000000000  -25.3125000000             inf
   9.0000000000  -24.9375000000             inf
  10.0000000000  -24.5625000000             inf
  11.0000000000  -24.1875000000             inf
  12.0000000000  -23.8125000000             inf
  13.0000000000  -23.4375000000             inf
  14.0000000000  -23.0625000000             inf
  15.0000000000  -22.6875000000             inf
  16.0000000000  -22.3125000000             inf
  17.0000000000  -21.9375000000             inf
  18.0000000000  -21.5625000000             inf
  19.0000000000  -21.1875000000             inf
  20.0000000000  -20.8125000000             inf
  21.0000000000  -20.4375000000             inf
  22.0000000000  -20.0625000000             inf
  23.0000000000  -19.6875000000             inf
  24.0000000000  -19.3125000000             inf
  25.0000000000  -18.9375000000             inf
  26.0000000000  -18.5625000000             inf
  27.0000000000  -18.1875000000             inf
  28.0000000000  -17.8125000000             inf
  29.0000000000  -17.4375000000             inf
  30.0000000000  -17.0625000000             inf
  31.0000000000  -16.6875000000             inf
  32.0000000000  -16.3125000000             inf
  33.0000000000  -15.9375000000             inf
  34.0000000000  -15.5625000000             inf
  35.0000000000  -15.1875000000             inf
  36.0000000000  -14.8125000000             inf
  37.0000000000  -14.4375000000             inf
  38.0000000000  -14.0625000000             inf
  39.0000000000  -13.6875000000             inf
  40.0000000000  -13.3125000000             inf
  41.0000000000  -12.9375000000             inf
  42.0000000000  -12.5625000000             inf
  43.0000000000  -12.1875000000             inf
  44.0000000000  -11.8125000000             inf
  45.0000000000  -11.4375000000             inf
  46.0000000000  -11.0625000000             inf
  47.0000000000  -10.6875000000             inf
  48.0000000000  -10.3125000000             inf
  49.0000000000   -9.9375000000             inf
  50.0000000000   -9.5625000000             inf
  51.0000000000   -9.1875000000             inf
  52.0000000000   -8.8125000000             inf
  53.0000000000   -8.4375000000             inf
  54.0000000000   -8.0625000000             inf
  55.0000000000   -7.6875000000             inf
  56.0000000000   -7.3125000000             inf
  57.0000000000   -6.9375000000             inf
  58.0000000000   -6.5625000000             inf
  59.0000000000   -6.1875000000             inf
  60.0000000000   -5.8125000000             inf
  61.0000000000   -5.4375000000             inf
  62.0000000000   -5.0625000000             inf
  63.0000000000   -4.6875000000             inf
  64.0000000000   -4.3125000000             inf
  65.0000000000   -3.9375000000             inf
  66.0000000000   -3.5625000000             inf
  67.0000000000   -3.1875000000             inf
  68.0000000000   -2.8125000000             inf
  69.0000000000   -2.4375000000             inf
  70.0000000000   -2.0625000000             inf
  71.0000000000   -1.6875000000             inf
  72.0000000000   -1.3125000000             inf
  73.0000000000   -0.9375000000             inf
  74.0000000000   -0.5625000000             inf
  75.0000000000   -0.1875000000             inf
  76.0000000000    0.1875000000             inf
  77.0000000000    0.5625000000             inf
  78.0000000000    0.9375000000             inf
  79.0000000000    1.3125000000             inf
  80.0000000000    1.6875000000             inf
  81.0000000000    2.0625000000             inf
  82.0000000000    2.4375000000             inf
  83.0000000000    2.8125000000    4.2194533353
  84.0000000000    3.1875000000    2.9836855074
  85.0000000000    3.5625000000    2.4044848338
  86.0000000000    3.9375000000    1.9531062642
  87.0000000000    4.3125000000    1.3326062040
  88.0000000000    4.6875000000    0.8537181460
  89.0000000000    5.0625000000    0.4897185971
  90.0000000000    5.4375000000    0.3517101747
  91.0000000000    5.8125000000    0.1828991331
  92.0000000000    6.1875000000    0.1157636610
  93.0000000000    6.5625000000    0.0787988760
  94.0000000000    6.9375000000    0.0153245577
  95.0000000000    7.3125000000    0.0885659832
  96.0000000000    7.6875000000    0.0000000000
  97.0000000000    8.0625000000    0.0725871132
  98.0000000000    8.4375000000    0.0491293827
  99.0000000000    8.8125000000    0.1502945990
 100.0000000000    9.1875000000    0.1151855172
 101.0000000000    9.5625000000    0.2412618710
 102.0000000000    9.9375000000    0.3340087937
 103.0000000000   10.3125000000    0.3035947320
 104.0000000000   10.6875000000    0.3148394803
 105.0000000000   11.0625000000    0.3516897513
 106.0000000000   11.4375000000    0.3481916777
 107.0000000000   11.8125000000    0.3317387824
 108.0000000000   12.1875000000    0.1517516030
 109.0000000000   12.5625000000    0.2436907335
 110.0000000000   12.9375000000    0.1790910329
 111.0000000000   13.3125000000    0.4081014295
 112.0000000000   13.6875000000    0.5323178650
 113.0000000000   14.0625000000    0.7441958900
 114.0000000000   14.4375000000    0.7953957691
 115.0000000000   14.8125000000    0.8855178902
 116.0000000000   15.1875000000    1.0583640689
 117.0000000000   15.5625000000    1.1549561395
 118.0000000000   15.9375000000    1.2404185594
 119.0000000000   16.3125000000    0.9087948152
 120.0000000000   16.6875000000    1.5595168984
 121.0000000000   17.0625000000    1.7270219891
 122.0000000000   17.4375000000    2.2716966338
 123.0000000000   17.8125000000    2.8815746272
 124.0000000000   18.1875000000    3.9089479361
 125.0000000000   18.5625000000    4.3026640327
 126.0000000000   18.9375000000             inf
 127.0000000000   19.3125000000             inf
 128.0000000000   19.6875000000             inf
 129.0000000000   20.0625000000             inf
 130.0000000000   20.4375000000             inf
 131.0000000000   20.8125000000             inf
